Address,ur,income
10001001426,U,435000000.0
10001001428,U,3898000000.0
10001001429,U,2613000000.0
10001001435,U,2772000000.0
10001001436,U,714000000.0
10001001438,U,2464800000.0
10001001441,U,1424000000.0
10001001510,U,144000000.0
10001001512,U,324000000.0
10001001513,U,906800000.0
10001001514,U,240000000.0
10001001516,U,806500000.0
10001001520,U,486800000.0
10001001523,U,308500000.0
10001001526,U,183600000.0
10001001527,U,1397000000.0
10001001528,U,378320000.0
10001001529,U,269400000.0
10001001532,U,789120000.0
10001001534,U,1573600000.0
10001001538,U,644720000.0
10001001541,U,1819680000.0
10001001608,U,220000000.0
10001001612,U,364000000.0
10001001613,U,527800000.0
10001001614,U,866000000.0
10001001618,U,1290200000.0
10001001620,U,574400000.0
10001001623,U,1074800000.0
10001001625,U,1691200000.0
10001001626,U,445400000.0
10001001628,U,2596000000.0
10001001629,U,387400000.0
10001001632,U,1535200000.0
10001001633,U,1292000000.0
10001001638,U,1722960000.0
10001001641,U,2974540000.0
10001001708,U,340000000.0
10001001712,U,45000000.0
10001001713,U,184600000.0
10001001714,U,120000000.0
10001001716,U,143600000.0
10001001720,U,170000000.0
10001001721,U,500400000.0
10001001723,U,367600000.0
10001001726,U,5655100000.0
10001001727,U,6570000000.0
10001001729,U,353200000.0
10001001732,U,3361900000.0
10001001735,U,3800520000.0
10001001738,U,1129320000.0
10001001741,U,464520000.0
10001001807,U,244500000.0
10001001811,U,370000000.0
10001001814,U,540800000.0
10001001817,U,604300000.0
10001001820,U,47000000.0
10001001821,U,389800000.0
10001001822,U,514300000.0
10001001823,U,144000000.0
10001001825,U,2082000000.0
10001001826,U,2449900000.0
10001001829,U,442900000.0
10001001835,U,1868000000.0
10001001836,U,7680000000.0
10001001838,U,1564000000.0
10001001841,U,2108000000.0
10001001909,U,264000000.0
10001001911,U,322000000.0
10001001914,U,496000000.0
10001001916,U,572680000.0
10001001920,U,436800000.0
10001001923,U,540500000.0
10001001925,U,1858000000.0
10001001926,U,435200000.0
10001001929,U,1203700000.0
10001001932,U,2498000000.0
10001001935,U,1758000000.0
10001001938,U,1647200000.0
10001001941,U,1626400000.0
10001002008,U,288000000.0
10001002012,U,274000000.0
10001002014,U,738500000.0
10001002017,U,304500000.0
10001002018,U,260000000.0
10001002020,U,884500000.0
10001002021,U,338500000.0
10001002023,U,436000000.0
10001002025,U,331680000.0
10001002026,U,916500000.0
10001002029,U,968180000.0
10001002034,U,4005120000.0
10001002035,U,859200000.0
10001002038,U,1451680000.0
10001002041,U,2279520000.0
10001002207,U,360000000.0
10001002211,U,156000000.0
10001002217,U,1629800000.0
10001002218,U,541300000.0
10001002220,U,615800000.0
10001002223,U,650700000.0
10001002226,U,1081800000.0
10001002229,U,2222100000.0
10001002232,U,1423240000.0
10001002235,U,2123360000.0
10001002238,U,4428100000.0
10001002308,U,384000000.0
10001002312,U,42700000.0
10001002314,U,2031600000.0
10001002317,U,2089300000.0
10001002320,U,1701600000.0
10001002323,U,629600000.0
10001002326,U,981600000.0
10001002329,U,3089600000.0
10001002330,U,3456000000.0
10001002332,U,2120000000.0
10001002335,U,1550000000.0
10001002338,U,3884000000.0
10001002341,U,2366000000.0
10001002408,U,300000000.0
10001002410,U,336000000.0
10001002413,U,1675500000.0
10001002414,U,544500000.0
10001002419,U,418000000.0
10001002420,U,435000000.0
10001002423,U,753000000.0
10001002424,U,712500000.0
10001002425,U,1340800000.0
10001002426,U,718500000.0
10001002429,U,438500000.0
10001002430,U,2443200000.0
10001002432,U,1804000000.0
10001002435,U,2128000000.0
10001002438,U,1166000000.0
10001002441,U,1364000000.0
10001002510,U,205000000.0
10001002511,U,457000000.0
10001002517,U,882300000.0
10001002518,U,1106500000.0
10001002520,U,795800000.0
10001002523,U,653400000.0
10001002526,U,1953820000.0
10001002529,U,1687800000.0
10001002532,U,739600000.0
10001002534,U,3150700000.0
10001002538,U,1799600000.0
10001002541,U,3300080000.0
10001002608,U,180000000.0
10001002611,U,219200000.0
10001002613,U,333300000.0
10001002617,U,505300000.0
10001002620,U,689300000.0
10001002621,U,377800000.0
10001002623,U,320000000.0
10001002625,U,3015800000.0
10001002626,U,110050000.0
10001002629,U,1786000000.0
10001002631,U,1531800000.0
10001002634,U,1456800000.0
10001002638,U,1111800000.0
10001002641,U,2033800000.0
10001002708,U,232050000.0
10001002711,U,302700000.0
10001002713,U,976000000.0
10001002715,U,467000000.0
10001002720,U,616160000.0
10001002723,U,574000000.0
10001002725,U,4693760000.0
10001002726,U,1933040000.0
10001002729,U,315000000.0
10001002732,U,11225760000.0
10001002735,U,2475520000.0
10001002738,U,1012000000.0
10001002741,U,5779400000.0
10002002808,U,340000000.0
10002002810,U,90000000.0
10002002815,U,4579000000.0
10002002816,U,784750000.0
10002002820,U,580000000.0
10002002823,U,302400000.0
10002002824,U,720000000.0
10002002825,U,3000000000.0
10002002826,U,1140800000.0
10002002827,U,2252000000.0
10002002829,U,742000000.0
10002002832,U,3492000000.0
10002002835,U,8001200000.0
10002002838,U,1743000000.0
10002002841,U,1494000000.0
10002002908,U,1635000000.0
10002002911,U,76000000.0
10002002913,U,226600000.0
10002002914,U,1218640000.0
10002002915,U,520000000.0
10002002920,U,321000000.0
10002002922,U,678000000.0
10002002923,U,266000000.0
10002002925,U,4910000000.0
10002002926,U,96000000.0
10002002929,U,567760000.0
10002002932,U,892000000.0
10002002935,U,1602000000.0
10002002938,U,1886000000.0
10002002941,U,1795600000.0
10002003010,U,1056800000.0
10002003011,U,201000000.0
10002003014,U,13280000000.0
10002003017,U,710230000.0
10002003020,U,819620000.0
10002003022,U,440030000.0
10002003023,U,303000000.0
10002003026,U,2130730000.0
10002003027,U,1179040000.0
10002003029,U,192550000.0
10002003032,U,5294000000.0
10002003035,U,1448000000.0
10002003038,U,1527200000.0
10002003041,U,1560000000.0
10003003108,U,472790000.0
10003003111,U,308190000.0
10003003114,U,674150000.0
10003003115,U,2239760000.0
10003003117,U,520000000.0
10003003118,U,254000000.0
10003003120,U,293160000.0
10003003123,U,469960000.0
10003003124,U,480520000.0
10003003126,U,3228000000.0
10003003127,U,1099600000.0
10003003129,U,398640000.0
10003003131,U,976320000.0
10003003135,U,7004000000.0
10003003138,U,2190000000.0
10003003141,U,2002880000.0
10003003207,U,346000000.0
10003003211,U,956000000.0
10003003213,U,85000000.0
10003003217,U,127200000.0
10003003218,U,192760000.0
10003003219,U,135160000.0
10003003220,U,190000000.0
10003003223,U,816000000.0
10003003226,U,324060000.0
10003003227,U,4094600000.0
10003003229,U,1951780000.0
10003003232,U,4134000000.0
10003003236,U,1306180000.0
10003003238,U,1050120000.0
10003003241,U,2995920000.0
10003003309,U,424000000.0
10003003312,U,903000000.0
10003003315,U,3003750000.0
10003003318,U,1041350000.0
10003003320,U,976000000.0
10003003321,U,1764000000.0
10003003322,U,425270000.0
10003003323,U,2190000000.0
10003003326,U,2746000000.0
10003003327,U,1417200000.0
10003003329,U,2910820000.0
10003003332,U,3624000000.0
10003003335,U,13200000000.0
10003003338,U,1822800000.0
10003003341,U,2070320000.0
10003003507,U,212210000.0
10003003508,U,100000000.0
10003003514,U,50000000.0
10003003515,U,300000000.0
10003003516,U,682000000.0
10003003517,U,361300000.0
10003003520,U,5302000000.0
10003003521,U,948360000.0
10003003523,U,280140000.0
10003003524,U,1270000000.0
10003003526,U,123000000.0
10003003527,U,4516000000.0
10003003529,U,1772760000.0
10003003534,U,1599500000.0
10003003535,U,3630000000.0
10003003538,U,2568800000.0
10003003541,U,2080000000.0
10004003611,U,215400000.0
10004003612,U,413960000.0
10004003614,U,222480000.0
10004003617,U,1645000000.0
10004003620,U,538630000.0
10004003622,U,704000000.0
10004003623,U,9925000000.0
10004003624,U,610000000.0
10004003626,U,765640000.0
10004003627,U,4822200000.0
10004003629,U,347000000.0
10004003630,U,2320000000.0
10004003632,U,1776880000.0
10004003636,U,2990000000.0
10004003638,U,5446000000.0
10004003641,U,2049200000.0
10004003808,U,14000000.0
10004003809,U,311040000.0
10004003814,U,154000000.0
10004003817,U,1406000000.0
10004003818,U,85000000.0
10004003820,U,39300000.0
10004003821,U,442000000.0
10004003823,U,539280000.0
10004003826,U,1282000000.0
10004003829,U,902000000.0
10004003832,U,1098400000.0
10004003835,U,2246600000.0
10004003838,U,916600000.0
10004003841,U,749600000.0
10004003911,U,161000000.0
10004003912,U,105700000.0
10004003914,U,334000000.0
10004003916,U,400000000.0
10004003918,U,603200000.0
10004003920,U,190000000.0
10004003922,U,376800000.0
10004003923,U,1300300000.0
10004003926,U,1043840000.0
10004003929,U,110500000.0
10004003930,U,19342000000.0
10004003932,U,824000000.0
10004003935,U,3041580000.0
10004003938,U,868000000.0
10004003941,U,906480000.0
10004004008,U,275700000.0
10004004009,U,197050000.0
10004004013,U,1947040000.0
10004004014,U,1023360000.0
10004004016,U,155500000.0
10004004020,U,358400000.0
10004004023,U,2345000000.0
10004004024,U,1926100000.0
10004004026,U,938640000.0
10004004029,U,1971600000.0
10004004030,U,2059800000.0
10004004034,U,1388240000.0
10004004036,U,1424000000.0
10004004038,U,55524000000.0
10004004041,U,2207600000.0
10004004109,U,432000000.0
10004004111,U,274000000.0
10004004115,U,549660000.0
10004004118,U,1198060000.0
10004004119,U,103360000.0
10004004120,U,61050000.0
10004004121,U,258360000.0
10004004123,U,196000000.0
10004004125,U,768000000.0
10004004126,U,323040000.0
10004004129,U,315700000.0
10004004130,U,1350400000.0
10004004132,U,781360000.0
10004004136,U,2500000000.0
10004004138,U,2704000000.0
10004004141,U,887040000.0
10004004210,U,365000000.0
10004004211,U,1623000000.0
10004004215,U,252000000.0
10004004216,U,206500000.0
10004004217,U,517250000.0
10004004220,U,333500000.0
10004004223,U,1507150000.0
10004004226,U,175250000.0
10004004227,U,1884720000.0
10004004229,U,372250000.0
10004004230,U,284720000.0
10004004231,U,4540000000.0
10004004235,U,2592000000.0
10004004238,U,1240000000.0
10004004241,U,1879040000.0
10004004308,U,356000000.0
10004004309,U,200800000.0
10004004317,U,992920000.0
10004004318,U,398980000.0
10004004320,U,222000000.0
10004004321,U,433240000.0
10004004323,U,715380000.0
10004004326,U,750280000.0
10004004327,U,2893360000.0
10004004329,U,2126230000.0
10004004334,U,1571160000.0
10004004335,U,9232240000.0
10004004338,U,2622960000.0
10004004341,U,22361320000.0
10004004411,U,310000000.0
10004004412,U,116000000.0
10004004413,U,631680000.0
10004004414,U,1431200000.0
10004004420,U,203000000.0
10004004421,U,278550000.0
10004004423,U,678000000.0
10004004424,U,150820000.0
10004004426,U,746550000.0
10004004429,U,5990250000.0
10004004430,U,1582000000.0
10004004432,U,3974700000.0
10004004435,U,1478000000.0
10004004438,U,23591320000.0
10004004441,U,1316000000.0
10004004508,U,509760000.0
10004004511,U,804000000.0
10004004513,U,1303880000.0
10004004514,U,600520000.0
10004004520,U,606200000.0
10004004522,U,645520000.0
10004004523,U,401380000.0
10004004524,U,1232520000.0
10004004526,U,3774280000.0
10004004529,U,360000000.0
10004004530,U,2254400000.0
10004004533,U,1604900000.0
10004004535,U,2504880000.0
10004004538,U,3876400000.0
10004004541,U,2534000000.0
10005004608,U,324000000.0
10005004611,U,433400000.0
10005004613,U,772000000.0
10005004617,U,388000000.0
10005004618,U,611000000.0
10005004619,U,302550000.0
10005004620,U,120000000.0
10005004623,U,386400000.0
10005004625,U,858000000.0
10005004626,U,408900000.0
10005004629,U,542600000.0
10005004630,U,1482000000.0
10005004634,U,2071040000.0
10005004635,U,987200000.0
10005004638,U,1531200000.0
10005004641,U,391200000.0
10005004707,U,598850000.0
10005004709,U,225700000.0
10005004713,U,300000000.0
10005004716,U,889800000.0
10005004717,U,1955650000.0
10005004719,U,349480000.0
10005004720,U,362000000.0
10005004723,U,225000000.0
10005004725,U,16980000000.0
10005004726,U,823280000.0
10005004728,U,3452000000.0
10005004729,U,678000000.0
10005004732,U,20182000000.0
10005004735,U,1696000000.0
10005004738,U,2532680000.0
10005004741,U,643080000.0
10005004808,U,7551050000.0
10005004810,U,444000000.0
10005004814,U,319720000.0
10005004817,U,476360000.0
10005004818,U,378064000.0
10005004819,U,470560000.0
10005004820,U,546000000.0
10005004823,U,403000000.0
10005004824,U,409500000.0
10005004826,U,1248000000.0
10005004829,U,3088660000.0
10005004831,U,2144560000.0
10005004835,U,1816560000.0
10005004838,U,3776440000.0
10005004841,U,6421200000.0
10005005008,U,184140000.0
10005005011,U,324000000.0
10005005013,U,420000000.0
10005005014,U,374000000.0
10005005015,U,80000000.0
10005005020,U,978200000.0
10005005021,U,442650000.0
10005005023,U,140000000.0
10005005026,U,1634500000.0
10005005027,U,740000000.0
10005005029,U,202750000.0
10005005033,U,3510000000.0
10005005035,U,1466000000.0
10005005038,U,1320000000.0
10005005041,U,1092000000.0
10005005107,U,310000000.0
10005005109,U,214000000.0
10005005114,U,292600000.0
10005005116,U,313000000.0
10005005118,U,2089000000.0
10005005119,U,396300000.0
10005005120,U,950000000.0
10005005123,U,256600000.0
10005005124,U,470320000.0
10005005126,U,262280000.0
10005005129,U,1658700000.0
10005005130,U,1668200000.0
10005005132,U,1200000000.0
10005005135,U,2127120000.0
10005005138,U,2763600000.0
10005005141,U,723000000.0
10005005208,U,240000000.0
10005005211,U,98000000.0
10005005215,U,552200000.0
10005005216,U,805800000.0
10005005217,U,150000000.0
10005005220,U,459000000.0
10005005221,U,363200000.0
10005005223,U,255000000.0
10005005226,U,355360000.0
10005005229,U,1048800000.0
10005005230,U,1990800000.0
10005005232,U,3692000000.0
10005005233,U,1376800000.0
10005005238,U,700000000.0
10005005241,U,1812000000.0
10005005308,U,2601000000.0
10005005309,U,485380000.0
10005005314,U,202000000.0
10005005315,U,375000000.0
10005005317,U,789000000.0
10005005320,U,531520000.0
10005005323,U,717000000.0
10005005325,U,2240000000.0
10005005326,U,1166000000.0
10005005329,U,1521360000.0
10005005331,U,1716000000.0
10005005333,U,1308000000.0
10005005338,U,2564000000.0
10005005341,U,1478000000.0
10006005410,U,1446840000.0
10006005411,U,651720000.0
10006005413,U,732000000.0
10006005414,U,637540000.0
10006005420,U,1150000000.0
10006005422,U,433910000.0
10006005423,U,369560000.0
10006005425,U,1746200000.0
10006005426,U,32304600000.0
10006005429,U,1910500000.0
10006005431,U,2766000000.0
10006005432,U,18305760000.0
10006005438,U,12796000000.0
10006005441,U,956000000.0
10006005511,U,457000000.0
10006005512,U,300000000.0
10006005515,U,744000000.0
10006005516,U,600000000.0
10006005517,U,282900000.0
10006005518,U,178000000.0
10006005520,U,226000000.0
10006005522,U,432000000.0
10006005523,U,475500000.0
10006005526,U,2072720000.0
10006005529,U,336000000.0
10006005530,U,1272000000.0
10006005534,U,1974720000.0
10006005536,U,3440000000.0
10006005538,U,2323000000.0
10006005541,U,1260000000.0
10006005608,U,306000000.0
10006005611,U,254000000.0
10006005615,U,493400000.0
10006005617,U,903740000.0
10006005620,U,637140000.0
10006005622,U,512240000.0
10006005623,U,204000000.0
10006005625,U,1698000000.0
10006005626,U,210000000.0
10006005629,U,2606040000.0
10006005633,U,2336000000.0
10006005635,U,1152000000.0
10006005638,U,3606000000.0
10006005641,U,2204000000.0
10006005707,U,300000000.0
10006005708,U,358000000.0
10006005716,U,462920000.0
10006005718,U,889920000.0
10006005720,U,293800000.0
10006005722,U,142800000.0
10006005723,U,430000000.0
10006005726,U,168920000.0
10006005727,U,1664100000.0
10006005729,U,2554280000.0
10006005731,U,1360000000.0
10006005732,U,1946920000.0
10006005738,U,1308800000.0
10006005741,U,3196000000.0
10006005809,U,780000000.0
10006005810,U,520000000.0
10006005816,U,2280640000.0
10006005817,U,1505000000.0
10006005818,U,376760000.0
10006005819,U,546520000.0
10006005820,U,1230000000.0
10006005823,U,248760000.0
10006005825,U,1428800000.0
10006005826,U,242050000.0
10006005829,U,751640000.0
10006005830,U,3732000000.0
10006005832,U,2366400000.0
10006005835,U,4280000000.0
10006005838,U,2704400000.0
10006005841,U,1922000000.0
10006005908,U,803000000.0
10006005910,U,168000000.0
10006005913,U,250000000.0
10006005917,U,368500000.0
10006005918,U,91100000.0
10006005920,U,853750000.0
10006005923,U,1718000000.0
10006005924,U,1090000000.0
10006005926,U,481200000.0
10006005927,U,318000000.0
10006005929,U,384500000.0
10006005930,U,1736000000.0
10006005932,U,807040000.0
10006005934,U,1466000000.0
10006005938,U,2013120000.0
10006005941,U,1340120000.0
10006006008,U,541000000.0
10006006012,U,241000000.0
10006006014,U,294000000.0
10006006015,U,192000000.0
10006006016,U,421450000.0
10006006017,U,331450000.0
10006006020,U,593420000.0
10006006023,U,209270000.0
10006006026,U,430700000.0
10006006027,U,3142000000.0
10006006029,U,499800000.0
10006006033,U,2236000000.0
10006006038,U,2040720000.0
10006006041,U,2779120000.0
10006006108,U,605000000.0
10006006109,U,481000000.0
10006006113,U,365000000.0
10006006114,U,360000000.0
10006006116,U,453640000.0
10006006118,U,538360000.0
10006006120,U,503000000.0
10006006122,U,739460000.0
10006006123,U,794000000.0
10006006124,U,1112600000.0
10006006126,U,384000000.0
10006006127,U,3408640000.0
10006006129,U,430000000.0
10006006135,U,1626760000.0
10006006136,U,3183440000.0
10006006138,U,2308000000.0
10006006141,U,1626760000.0
10006006211,U,324000000.0
10006006212,U,1036000000.0
10006006213,U,894600000.0
10006006214,U,581200000.0
10006006216,U,2094000000.0
10006006220,U,611600000.0
10006006221,U,313000000.0
10006006223,U,596200000.0
10006006226,U,3052600000.0
10006006229,U,709960000.0
10006006230,U,4626000000.0
10006006233,U,580000000.0
10006006234,U,1482000000.0
10006006238,U,680000000.0
10006006241,U,1350200000.0
10006006307,U,144000000.0
10006006308,U,202000000.0
10006006314,U,1122000000.0
10006006315,U,359140000.0
10006006320,U,144000000.0
10006006323,U,688900000.0
10006006324,U,390000000.0
10006006326,U,8102040000.0
10006006327,U,1922600000.0
10006006329,U,399280000.0
10006006333,U,3375000000.0
10006006336,U,3921400000.0
10006006338,U,1086600000.0
10006006341,U,2063960000.0
10006006410,U,120000000.0
10006006411,U,202000000.0
10006006413,U,456000000.0
10006006416,U,347000000.0
10006006417,U,667000000.0
10006006419,U,688000000.0
10006006420,U,360000000.0
10006006423,U,577020000.0
10006006425,U,230000000.0
10006006426,U,332500000.0
10006006427,U,2311280000.0
10006006429,U,265900000.0
10006006433,U,1323760000.0
10006006436,U,1346000000.0
10006006438,U,1308000000.0
10006006441,U,1632000000.0
10006006609,U,608000000.0
10006006611,U,747000000.0
10006006613,U,1160640000.0
10006006616,U,180000000.0
10006006617,U,632800000.0
10006006620,U,264000000.0
10006006621,U,466600000.0
10006006622,U,304600000.0
10006006623,U,180000000.0
10006006625,U,1496000000.0
10006006626,U,421000000.0
10006006627,U,1356000000.0
10006006629,U,442000000.0
10006006631,U,2144000000.0
10006006634,U,1863000000.0
10006006638,U,3576440000.0
10006006641,U,1444400000.0
10006006708,U,480000000.0
10006006712,U,264000000.0
10006006714,U,1018600000.0
10006006717,U,192000000.0
10006006718,U,225560000.0
10006006720,U,376000000.0
10006006722,U,490000000.0
10006006723,U,253720000.0
10006006725,U,2044000000.0
10006006726,U,660000000.0
10006006729,U,675000000.0
10006006730,U,13597040000.0
10006006733,U,567040000.0
10006006735,U,1100000000.0
10006006738,U,2554000000.0
10006006741,U,3452020000.0
10006006811,U,235000000.0
10006006812,U,504000000.0
10006006813,U,1234900000.0
10006006814,U,1583000000.0
10006006816,U,205150000.0
10006006820,U,917000000.0
10006006823,U,781200000.0
10006006826,U,1130870000.0
10006006829,U,211000000.0
10006006832,U,1744920000.0
10006006836,U,2489280000.0
10006006838,U,3835200000.0
10006006841,U,2985920000.0
10006006908,U,651000000.0
10006006910,U,392000000.0
10006006914,U,903040000.0
10006006917,U,622400000.0
10006006920,U,4636000000.0
10006006922,U,1120000000.0
10006006923,U,241800000.0
10006006926,U,897440000.0
10006006929,U,1745950000.0
10006006930,U,12520000000.0
10006006932,U,500000000.0
10006006935,U,438000000.0
10006006938,U,744000000.0
10006006941,U,2450000000.0
10006007009,U,419600000.0
10006007010,U,417600000.0
10006007014,U,76000000.0
10006007015,U,441330000.0
10006007017,U,495500000.0
10006007019,U,657000000.0
10006007020,U,745000000.0
10006007023,U,412000000.0
10006007026,U,430000000.0
10006007029,U,3041630000.0
10006007030,U,2444000000.0
10006007032,U,2048060000.0
10006007034,U,2582760000.0
10006007038,U,1120000000.0
10006007041,U,2299680000.0
10007007108,U,450000000.0
10007007111,U,61000000.0
10007007113,U,582700000.0
10007007114,U,414140000.0
10007007120,U,326600000.0
10007007122,U,392360000.0
10007007123,U,896000000.0
10007007124,U,330520000.0
10007007126,U,962260000.0
10007007127,U,452400000.0
10007007129,U,190600000.0
10007007130,U,1482400000.0
10007007131,U,1547300000.0
10007007133,U,762000000.0
10007007138,U,3102300000.0
10007007141,U,287800000.0
10007007208,U,80800000.0
10007007211,U,849000000.0
10007007215,U,821000000.0
10007007217,U,738000000.0
10007007219,U,192000000.0
10007007220,U,50000000.0
10007007221,U,160000000.0
10007007223,U,300000000.0
10007007226,U,1036250000.0
10007007229,U,836500000.0
10007007230,U,1112000000.0
10007007231,U,1232000000.0
10007007232,U,1803120000.0
10007007238,U,758600000.0
10007007241,U,3652600000.0
10007007309,U,514000000.0
10007007312,U,240000000.0
10007007314,U,180000000.0
10007007315,U,294650000.0
10007007316,U,370000000.0
10007007317,U,300000000.0
10007007320,U,450480000.0
10007007323,U,615600000.0
10007007325,U,840000000.0
10007007326,U,262020000.0
10007007328,U,1384800000.0
10007007329,U,475400000.0
10007007331,U,2876000000.0
10007007332,U,1796000000.0
10007007338,U,23490000000.0
10007007341,U,2400400000.0
10007007509,U,336000000.0
10007007511,U,252000000.0
10007007516,U,878790000.0
10007007517,U,278860000.0
10007007520,U,128000000.0
10007007522,U,276760000.0
10007007523,U,1126940001.0
10007007526,U,226600000.0
10007007529,U,1226760000.0
10007007530,U,1536000000.0
10007007534,U,5060000000.0
10007007535,U,2396640000.0
10007007538,U,1094040000.0
10007007541,U,2391440000.0
10007007607,U,952000000.0
10007007611,U,628880000.0
10007007613,U,942000000.0
10007007614,U,2128600000.0
10007007617,U,798000000.0
10007007618,U,1081000000.0
10007007620,U,637380000.0
10007007621,U,1225000000.0
10007007623,U,2195000000.0
10007007626,U,8700200000.0
10007007627,U,2594000000.0
10007007632,U,4122320000.0
10007007635,U,5796000000.0
10007007638,U,5100000000.0
10007007641,U,7740000000.0
10007007709,U,670000000.0
10007007712,U,270000000.0
10007007717,U,719000000.0
10007007718,U,904000000.0
10007007720,U,430000000.0
10007007723,U,597000000.0
10007007724,U,644000000.0
10007007725,U,1590000000.0
10007007726,U,730000000.0
10007007728,U,1821200000.0
10007007729,U,1015000000.0
10007007732,U,1778000000.0
10007007735,U,2914200000.0
10007007738,U,1034000000.0
10007007741,U,2225600000.0
10007007808,U,670000000.0
10007007810,U,610000000.0
10007007816,U,1283000000.0
10007007818,U,1254500000.0
10007007820,U,571800000.0
10007007823,U,1767200000.0
10007007825,U,2144000000.0
10007007826,U,976000000.0
